Starting command dump from offset 0xe0
0x00000668: 0x0000066b: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x0000066e: 0x0000066f: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000672: 0x00000673: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000676: 0x00000677: 0xbc (WS Write) - Port: 0xb, Val: 0x13
0x0000067a: 0x0000067b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000067e: 0x00000681: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x00000684: 0x00000685: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000688: 0x00000689: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000068c: 0x0000068d: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x00000690: 0x00000691: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000694: 0x00000697: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x0000069a: 0x0000069b: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000069e: 0x0000069f: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000006a2: 0x000006a3: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x000006a6: 0x000006a7: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000006aa: 0x000006ad: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x000006b0: 0x000006b1: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000006b4: 0x000006b5: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000006b8: 0x000006b9: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x000006bc: 0x000006bd: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000006c0: 0x000006c3: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x000006c6: 0x000006c7: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000006ca: 0x000006cb: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000006ce: 0x000006cf: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x000006d2: 0x000006d3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000006d6: 0x000006d9: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000006dc: 0x000006dd: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000006e0: 0x000006e1: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000006e4: 0x000006e5: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x000006e8: 0x000006e9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000006ec: 0x000006ef: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000006f2: 0x000006f3: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000006f6: 0x000006f7: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000006fa: 0x000006fb: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x000006fe: 0x000006ff: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000702: 0x00000705: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00000708: 0x00000709: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000070c: 0x0000070d: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000710: 0x00000711: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x00000714: 0x00000715: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000718: 0x0000071b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000071e: 0x0000071f: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000722: 0x00000723: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000726: 0x00000727: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000072a: 0x0000072b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000072e: 0x00000731: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00000734: 0x00000735: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000738: 0x00000739: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000073c: 0x0000073d: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00000740: 0x00000741: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000744: 0x00000747: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000074a: 0x0000074b: 0xbc (WS Write) - Port: 0x0, Val: 0x7b
0x0000074e: 0xbc (WS Write) - Port: 0x1, Val: 0x6
0x00000751: 0x00000752: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000755: 0x00000756: 0xbc (WS Write) - Port: 0x2, Val: 0xf6
0x00000759: 0xbc (WS Write) - Port: 0x3, Val: 0x4
0x0000075c: 0x0000075d: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000760: 0x00000761: 0xbc (WS Write) - Port: 0x4, Val: 0xfd
0x00000764: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x00000767: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000076a: 0x0000076b: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x0000076e: 0x0000076f: 0xbc (WS Write) - Port: 0x6, Val: 0x7b
0x00000772: 0xbc (WS Write) - Port: 0x7, Val: 0x6
0x00000775: 0x00000776: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000779: 0x0000077a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000077d: 0x00000780: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000783: 0x00000784: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000787: 0x00000788: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x0000078b: 0x0000078c: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000078f: 0x00000790: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000793: 0x00000796: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000799: 0x0000079a: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000079d: 0x0000079e: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000007a1: 0x000007a2: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x000007a5: 0x000007a6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000007a9: 0x000007ac: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x000007af: 0x000007b0: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000007b3: 0x000007b4: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000007b7: 0x000007b8: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x000007bb: 0x000007bc: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000007bf: 0x000007c2: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x000007c5: 0x000007c6: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000007c9: 0x000007ca: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000007cd: 0x000007ce: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x000007d1: 0x000007d2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000007d5: 0x000007d8: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x000007db: 0x000007dc: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000007df: 0x000007e0: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000007e3: 0x000007e4: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x000007e7: 0x000007e8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000007eb: 0x000007ee: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x000007f1: 0x000007f2: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000007f5: 0x000007f6: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000007f9: 0x000007fa: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x000007fd: 0x000007fe: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000801: 0x00000804: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x00000807: 0x00000808: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000080b: 0x0000080c: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000080f: 0x00000810: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000813: 0x00000814: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000817: 0x0000081a: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x0000081d: 0x0000081e: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000821: 0x00000822: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000825: 0x00000826: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000829: 0x0000082a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000082d: 0x00000830: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x00000833: 0x00000834: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00000837: 0x00000838: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000083b: 0x0000083c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000083f: 0x00000840: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000843: 0x00000846: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00000849: 0x0000084a: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000084d: 0x0000084e: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000851: 0x00000852: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000855: 0x00000856: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000859: 0x0000085c: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000085f: 0x00000860: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00000863: 0x00000864: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000867: 0x00000868: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000086b: 0x0000086c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000086f: 0x00000872: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00000875: 0x00000876: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00000879: 0x0000087a: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000087d: 0x0000087e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000881: 0x00000882: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000885: 0x00000888: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000088b: 0x0000088c: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000088f: 0x00000890: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000893: 0x00000894: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00000897: 0x00000898: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000089b: 0x0000089e: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000008a1: 0x000008a2: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000008a5: 0x000008a6: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000008a9: 0x000008aa: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000008ad: 0x000008ae: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000008b1: 0x000008b4: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000008b7: 0x000008b8: 0xbc (WS Write) - Port: 0x0, Val: 0xb
0x000008bb: 0xbc (WS Write) - Port: 0x1, Val: 0x7
0x000008be: 0x000008bf: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000008c2: 0x000008c3: 0xbc (WS Write) - Port: 0x2, Val: 0xba
0x000008c6: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x000008c9: 0x000008ca: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000008cd: 0x000008ce: 0xbc (WS Write) - Port: 0x4, Val: 0x7b
0x000008d1: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x000008d4: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x000008d7: 0x000008d8: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x000008db: 0x000008dc: 0xbc (WS Write) - Port: 0x6, Val: 0xfd
0x000008df: 0xbc (WS Write) - Port: 0x7, Val: 0x6
0x000008e2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000008e5: 0x000008e6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000008e9: 0x000008ec: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x000008ef: 0x000008f0: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x000008f3: 0x000008f4: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x000008f7: 0x000008f8: 0xbc (WS Write) - Port: 0xb, Val: 0x13
0x000008fb: 0x000008fc: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000008ff: 0x00000902: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00000905: 0x00000906: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x00000909: 0x0000090a: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x0000090d: 0x0000090e: 0xbc (WS Write) - Port: 0xb, Val: 0x13
0x00000911: 0x00000912: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000915: 0x00000918: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x0000091b: 0x0000091c: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x0000091f: 0x00000920: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00000923: 0x00000924: 0xbc (WS Write) - Port: 0xb, Val: 0x13
0x00000927: 0x00000928: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000092b: 0x0000092e: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00000931: 0x00000932: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x00000935: 0x00000936: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000939: 0x0000093a: 0xbc (WS Write) - Port: 0xb, Val: 0x13
0x0000093d: 0x0000093e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000941: 0x00000944: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x00000947: 0x00000948: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x0000094b: 0x0000094c: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000094f: 0x00000950: 0xbc (WS Write) - Port: 0xb, Val: 0x13
0x00000953: 0x00000954: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000957: 0x0000095a: 0xbc (WS Write) - Port: 0x8, Val: 0x66
0x0000095d: 0x0000095e: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00000961: 0x00000962: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000965: 0x00000966: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x00000969: 0x0000096a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000096d: 0x00000970: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00000973: 0x00000974: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x00000977: 0x00000978: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000097b: 0x0000097c: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x0000097f: 0x00000980: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000983: 0x00000986: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x00000989: 0x0000098a: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000098d: 0x0000098e: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000991: 0x00000992: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x00000995: 0x00000996: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000999: 0x0000099c: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000099f: 0x000009a0: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x000009a3: 0x000009a4: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x000009a7: 0x000009a8: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x000009ab: 0x000009ac: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000009af: 0x000009b2: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x000009b5: 0x000009b6: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000009b9: 0x000009ba: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000009bd: 0x000009be: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x000009c1: 0x000009c2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000009c5: 0x000009c8: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x000009cb: 0x000009cc: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000009cf: 0x000009d0: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000009d3: 0x000009d4: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x000009d7: 0x000009d8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000009db: 0x000009de: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x000009e1: 0x000009e2: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000009e5: 0x000009e6: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000009e9: 0x000009ea: 0xbc (WS Write) - Port: 0xb, Val: 0x12
0x000009ed: 0x000009ee: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x000009f1: 0x000009f4: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x000009f7: 0x000009f8: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x000009fb: 0x000009fc: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x000009ff: 0x00000a00: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00000a03: 0x00000a04: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000a07: 0x00000a0a: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x00000a0d: 0x00000a0e: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000a11: 0x00000a12: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000a15: 0x00000a16: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00000a19: 0x00000a1a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000a1d: 0x00000a20: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000a23: 0x00000a24: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000a27: 0x00000a28: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000a2b: 0x00000a2c: 0xbc (WS Write) - Port: 0x4, Val: 0xb
0x00000a2f: 0xbc (WS Write) - Port: 0x5, Val: 0x7
0x00000a32: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x00000a35: 0x00000a36: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00000a39: 0x00000a3a: 0xbc (WS Write) - Port: 0x6, Val: 0x7b
0x00000a3d: 0xbc (WS Write) - Port: 0x7, Val: 0x6
0x00000a40: 0x00000a41: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000a44: 0x00000a45: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000a48: 0x00000a4b: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000a4e: 0x00000a4f: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000a52: 0x00000a53: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00000a56: 0x00000a57: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x00000a5a: 0x00000a5b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000a5e: 0x00000a61: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000a64: 0x00000a65: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000a68: 0x00000a69: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00000a6c: 0x00000a6d: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x00000a70: 0x00000a71: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000a74: 0x00000a77: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000a7a: 0x00000a7b: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000a7e: 0x00000a7f: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00000a82: 0x00000a83: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x00000a86: 0x00000a87: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000a8a: 0x00000a8d: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000a90: 0x00000a91: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000a94: 0x00000a95: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000a98: 0x00000a99: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x00000a9c: 0x00000a9d: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000aa0: 0x00000aa3: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000aa6: 0x00000aa7: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000aaa: 0x00000aab: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000aae: 0x00000aaf: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x00000ab2: 0x00000ab3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000ab6: 0x00000ab9: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000abc: 0x00000abd: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000ac0: 0x00000ac1: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000ac4: 0x00000ac5: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000ac8: 0x00000ac9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000acc: 0x00000acf: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000ad2: 0x00000ad3: 0xbc (WS Write) - Port: 0x0, Val: 0xb
0x00000ad6: 0xbc (WS Write) - Port: 0x1, Val: 0x7
0x00000ad9: 0x00000ada: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000add: 0x00000ade: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000ae1: 0x00000ae2: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000ae5: 0x00000ae6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000ae9: 0x00000aec: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000aef: 0x00000af0: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000af3: 0x00000af4: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000af7: 0x00000af8: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000afb: 0x00000afc: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000aff: 0x00000b02: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000b05: 0x00000b06: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000b09: 0x00000b0a: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x00000b0d: 0x00000b0e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000b11: 0x00000b12: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000b15: 0x00000b18: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000b1b: 0x00000b1c: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000b1f: 0x00000b20: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000b23: 0x00000b24: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000b27: 0x00000b28: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000b2b: 0x00000b2e: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000b31: 0x00000b32: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000b35: 0x00000b36: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000b39: 0x00000b3a: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000b3d: 0x00000b3e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000b41: 0x00000b44: 0xbc (WS Write) - Port: 0x8, Val: 0x99
0x00000b47: 0x00000b48: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000b4b: 0x00000b4c: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000b4f: 0x00000b50: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x00000b53: 0x00000b54: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000b57: 0x00000b5a: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x00000b5d: 0x00000b5e: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000b61: 0x00000b62: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000b65: 0x00000b66: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00000b69: 0x00000b6a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000b6d: 0x00000b70: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x00000b73: 0x00000b74: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000b77: 0x00000b78: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000b7b: 0x00000b7c: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00000b7f: 0x00000b80: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000b83: 0x00000b86: 0xbc (WS Write) - Port: 0x8, Val: 0x88
0x00000b89: 0x00000b8a: 0xbc (WS Write) - Port: 0x0, Val: 0xfd
0x00000b8d: 0xbc (WS Write) - Port: 0x1, Val: 0x6
0x00000b90: 0x00000b91: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000b94: 0x00000b95: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x00000b98: 0x00000b99: 0xbc (WS Write) - Port: 0x4, Val: 0x7b
0x00000b9c: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x00000b9f: 0x00000ba0: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x00000ba3: 0x00000ba4: 0xbc (WS Write) - Port: 0xb, Val: 0x11
0x00000ba7: 0x00000ba8: 0xbc (WS Write) - Port: 0x6, Val: 0xb
0x00000bab: 0xbc (WS Write) - Port: 0x7, Val: 0x7
0x00000bae: 0x00000baf: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000bb2: 0x00000bb3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000bb6: 0x00000bb9: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00000bbc: 0x00000bbd: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000bc0: 0x00000bc1: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00000bc4: 0x00000bc5: 0xbc (WS Write) - Port: 0xb, Val: 0x13
0x00000bc8: 0x00000bc9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000bcc: 0x00000bcf: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00000bd2: 0x00000bd3: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x00000bd6: 0x00000bd7: 0xbc (WS Write) - Port: 0xa, Val: 0x44
0x00000bda: 0x00000bdb: 0xbc (WS Write) - Port: 0xb, Val: 0x13
0x00000bde: 0x00000bdf: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x00000be2: 0x00000be5: 0xbc (WS Write) - Port: 0x8, Val: 0x55
0x00000be8: 0x00000be9: 0xbc (WS Write) - Port: 0x9, Val: 0x55
